Word,Taboo,Arousal,Valence,CNC,Nmorph,BodyPart,Religious,BodyActs,Disease,Female,Male,SES,Mental,POS,Noun,Mod,Verb,Freq,Polysemy,Nlett,Nphones,NSyll,SyllComplexity,ClosedSyll,Stops,Fricatives
prison,2.333333333,5.1,1.94,4.68,1,0,0,0,0,0,1,1,0,Noun,1,0,0,66.04,2,6,6,2,0.5,0.5,0.5,0.5
feminine,2.296296296,4.32,7.33,2.41,1,0,0,0,0,1,0,0,0,Adjective,0,1,0,4.57,5,8,7,3,0,0.333333333,0,0.333333333
nude,2.245614035,5.86,6.1,4.28,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,5.9,5,4,3,1,0,1,1,0
strip,2.245283019,5.27,4.68,3.75,1,0,0,1,0,1,0,1,0,Noun,1,0,0,15.69,19,5,5,1,1,1,2,1
intercourse,2.2,6.5,7.22,3.93,1,0,0,1,0,0,0,0,0,Noun,1,0,0,3.78,2,11,8,3,0,0.666666667,0.666666667,0.333333333
widowed,2.148148148,4.78,3.05,3.22,2,0,1,0,0,1,0,0,0,Adjective,0,1,0,0.57,1,7,5,2,0,0.5,1,0
gossip,2.148148148,3.91,3.5,3,1,0,0,0,0,1,0,0,0,Noun,1,0,0,7.78,10,6,5,2,0,0.5,1,0.5
gross,2.140350877,5,3.2,2.96,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,15.27,10,5,4,1,1,1,1,1
climax,2.12962963,6.83,7.53,2.86,1,0,0,1,0,0,0,0,0,Noun,1,0,0,1.94,6,6,7,2,0.5,0.5,1,0.5
escort,2.120689655,5.32,5.35,4.3,1,0,0,0,0,1,0,1,0,Verb,0,0,1,14.69,6,6,6,2,0.5,0.5,1,0.5
fairy,2.115384615,5.04,6.71,4.11,1,0,0,0,0,1,0,0,0,Noun,1,0,0,16.69,2,5,4,2,0,0.5,0,0.5
urine,2.111111111,4.38,2.9,4.93,1,1,0,0,0,0,0,0,0,Noun,1,0,0,6.51,3,5,4,2,0,0.5,0,0
carcass,2.111111111,4.85,2.85,4.46,1,0,0,0,0,0,0,0,0,Noun,1,0,0,1.55,2,7,6,2,0,1,1,0.5
blind,2.111111111,3.73,2.8,4.03,1,0,0,0,1,0,0,0,0,Adjective,0,1,0,45.82,17,5,5,1,1,1,2,0
bombing,2.107142857,7.11,2.1,3.93,2,0,0,0,0,0,0,0,0,Noun,1,0,0,7.49,2,7,5,2,0,1,0.5,0
amputee,2.074074074,3.395833333,2.5,4.79,2,0,0,0,1,0,1,0,0,Noun,1,0,0,0.2,1,7,7,3,0.333333333,0.333333333,0.666666667,0
tumor,2.074074074,5.33,2.05,4.56,1,1,0,0,1,0,0,0,0,Noun,1,0,0,5.16,1,5,4,2,0,0,0.5,0
breasts,2.072727273,4.416666667,5.75,5,2,1,0,0,0,1,0,0,0,Noun,1,0,0,12.43,1,7,6,1,1,1,2,2
deadly,2.072727273,5.04,1.9,2.7,2,0,0,0,0,0,0,0,0,Adjective,0,1,0,9.88,8,6,5,2,0,0.5,1,0
con,2.070175439,4.52,3.21,2.5,1,0,0,0,0,0,1,1,0,Noun,1,0,0,12.63,6,3,3,1,0,1,1,0
failure,2.050847458,5,2.15,2.08,1,0,0,0,0,0,0,0,1,Noun,1,0,0,20.02,7,7,5,2,0,0.5,0,0.5
paralysed,2.037037037,3.145833333,2.127659574,2.958333333,2,0,0,0,1,0,0,0,0,Verb,0,0,1,0.9,2,9,8,3,0,0.333333333,0.666666667,0.333333333
stench,2.035714286,4.53,2.62,3.85,1,0,0,0,0,0,1,0,0,Noun,1,0,0,2.22,1,6,5,1,1,1,1,2
betray,2.035087719,5.33,2.52,2.17,1,0,1,0,0,0,0,0,0,Verb,0,0,1,9.14,6,6,5,2,0.5,0,1,0
petty,2.019230769,4.45,4.4,2.09,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,8.59,4,5,4,2,0,0,1,0
exotic,2.018867925,6.9,7.55,2.11,1,0,0,0,0,1,0,1,0,Adjective,0,1,0,6,2,6,7,3,0,0.666666667,1,0.333333333
roach,2.01754386,5.26,2.19,4.96,1,0,0,0,0,0,0,0,0,Noun,1,0,0,2.65,7,5,3,1,0,1,0,1
fake,2.01754386,5.15,2.62,1.97,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,36.33,8,4,3,1,0,1,1,1
hog,2,2.9,4.55,4.66,1,0,0,0,0,0,1,0,0,Noun,1,0,0,5.12,4,3,3,1,0,1,1,1
lust,2,6.44,6.26,2.15,1,0,1,0,0,0,0,0,1,Noun,1,0,0,5.57,3,4,4,1,0,1,1,1
queen,1.981818182,5.05,6.52,4.45,1,0,0,0,0,1,0,1,0,Noun,1,0,0,54.69,12,5,4,1,1,1,1,0
naughty,1.964912281,6.95,6.04,2.04,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,10.25,2,7,4,2,0,0,0.5,0
swear,1.964285714,5.05,3.44,2.45,1,0,1,1,0,0,0,0,0,Verb,0,0,1,88.16,5,5,4,1,1,1,0,1
rag,1.963636364,2.65,4.21,4.67,1,0,0,0,0,0,0,0,0,Noun,1,0,0,4.78,11,3,3,1,0,1,1,0
deaf,1.962962963,4.27,3.19,3.27,1,0,0,0,1,0,0,0,0,Adjective,0,1,0,14.53,4,4,3,1,0,1,1,1
riot,1.96,6.19,3.15,4.45,1,0,0,0,0,0,0,0,0,Noun,1,0,0,6.49,6,4,4,2,0,0.5,0.5,0
unstable,1.910714286,5.05,3.43,2.52,2,0,0,0,0,0,0,0,1,Adjective,0,1,0,5.1,6,8,8,3,0.333333333,0.666666667,0.666666667,0.333333333
fatal,1.898305085,6.79,2,3.19,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,7.1,4,5,5,2,0,0.5,0.5,0.5
uterus,1.888888889,4.82,4.79,4.71,1,1,0,0,0,1,0,0,0,Noun,1,0,0,1.8,1,6,7,3,0,0.333333333,0.333333333,0.333333333
offensive,1.881355932,4.95,3.8,2.1,2,0,0,0,0,0,0,0,0,Adjective,0,1,0,6.41,8,9,7,3,0,0.666666667,0,1
facial,1.877192982,4.55,6.24,3.62,2,0,0,0,0,1,0,0,0,Adjective,0,1,0,5.75,4,6,5,2,0,0.5,0,1
junk,1.875,3.95,3.57,3.88,1,0,0,0,0,0,0,0,0,Noun,1,0,0,15.37,3,4,4,1,0,1,1,1
paranoid,1.87037037,5.09,2.9,1.77,1,0,0,0,0,0,0,0,1,Adjective,0,1,0,10.65,2,8,8,3,0,0.666666667,0.666666667,0
foolish,1.851851852,4.57,3,1.84,2,0,0,0,0,0,0,0,1,Adjective,0,1,0,17.51,2,7,5,2,0,0.5,0,1
trash,1.842105263,3.66,2.74,4.7,1,0,0,0,0,0,0,0,0,Noun,1,0,0,22.47,6,5,4,1,1,1,1,1
weak,1.836363636,4.9,2.95,2.79,1,0,0,0,0,1,0,0,1,Adjective,0,1,0,31.51,12,4,3,1,0,1,1,0
waste,1.827586207,4.04,2.61,3.24,1,0,0,0,0,0,0,0,0,Verb,0,0,1,53.25,16,5,4,1,0,1,1,1
cruel,1.824561404,5.07,2.73,2.11,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,18.35,1,5,5,2,0.5,0.5,0.5,0
insulting,1.814814815,4.7,1.89,2.29,2,0,0,0,0,0,0,0,0,Adjective,0,1,0,5.37,1,9,8,3,0,1,0.333333333,0.333333333
guilty,1.807017544,4.65,3.09,2.36,2,0,1,0,0,0,0,0,1,Adjective,0,1,0,62.29,2,6,5,2,0,0.5,1,0
mean,1.803571429,4.81,2.43,2.5,1,0,0,0,0,0,0,0,1,Verb,0,0,1,1243.98,16,4,3,1,0,1,0,0
pot,1.8,4,5.81,4.81,1,0,0,0,0,0,0,1,0,Noun,1,0,0,22.53,20,3,3,1,0,1,2,0
awful,1.793103448,4.86,2.28,1.92,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,63.41,7,5,4,2,0,0.5,0,0.5
garbage,1.785714286,3.84,2.88,4.69,1,0,0,0,0,0,0,0,0,Noun,1,0,0,26.1,3,7,6,2,0,1,1,0.5
lousy,1.785714286,4.28,3.14,1.93,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,23.73,3,5,5,2,0,0,0,0.5
boogie,1.773584906,4.55,3.8,3.23,1,0,0,0,0,0,0,0,0,Noun,1,0,0,5.2,2,6,4,2,0,0,1,0
disgrace,1.767857143,4.28,2.45,2.11,2,0,0,0,0,0,0,0,1,Noun,1,0,0,8.02,4,8,7,2,0.5,0.5,1,1
lethal,1.745762712,5.64,2.48,3.04,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,5.67,1,6,5,2,0,0.5,0,0.5
sick,1.745762712,4.67,2.29,2.97,1,0,0,0,1,0,0,0,1,Adjective,0,1,0,165.43,9,4,3,1,0,1,1,1
weapon,1.745454545,6.27,3.95,4.76,1,0,0,0,0,0,1,0,0,Noun,1,0,0,46.65,2,6,5,2,0,0.5,0.5,0
defeated,1.745454545,4.73,2.59,2.59,3,0,0,0,0,0,0,0,1,Verb,0,0,1,5.57,3,8,7,3,0,0.333333333,1,0.333333333
brutal,1.727272727,5.13,3.07,2,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,7.35,4,6,6,2,0.5,0.5,1,0
horror,1.724137931,6.13,3.38,2.5,1,0,0,0,0,0,0,0,1,Noun,1,0,0,9.18,3,6,4,2,0,0.5,0,0.5
trauma,1.722222222,4.87,2.89,2.72,1,0,0,0,0,0,0,0,0,Noun,1,0,0,17.04,4,6,5,2,0.5,0,0.5,0
tool,1.719298246,3.91,5.07,4.6,1,0,0,0,0,0,0,0,0,Noun,1,0,0,10.75,8,4,3,1,0,1,1,0
clumsy,1.719298246,4.12,4.14,2.77,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,5.39,4,6,6,2,0.5,0.5,0.5,0.5
disaster,1.714285714,6.35,1.71,3.07,1,0,0,0,0,0,0,0,0,Noun,1,0,0,17.27,3,8,7,3,0,0.333333333,0.666666667,0.666666667
slap,1.711538462,4.59,2.95,4.72,1,0,0,1,0,0,0,0,0,Verb,0,0,1,12.47,4,4,4,1,1,1,1,1
vodka,1.709090909,5.23,5.68,4.97,1,0,0,0,0,0,0,0,0,Noun,1,0,0,10.1,1,5,5,2,0,0.5,1,0.5
poisoning,1.705882353,6.35,2.27,3.41,2,0,0,1,0,0,0,0,0,Noun,1,0,0,5.92,2,9,8,3,0,1,0.333333333,0.333333333
soldier,1.703703704,5.9,5.45,4.72,1,0,0,0,0,0,1,0,0,Noun,1,0,0,38.92,3,7,5,2,0,0.5,0,1
pest,1.693548387,5.14,2.67,3.96,1,0,0,0,0,0,0,0,0,Noun,1,0,0,2.86,4,4,4,1,0,1,2,1
resent,1.679245283,4.05,3.28,2.41,1,0,0,0,0,0,0,0,0,Verb,0,0,1,5.75,4,6,6,2,0,0.5,0.5,0.5
bizarre,1.678571429,5,4.41,1.79,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,7.29,1,7,5,2,0,0.5,0.5,0.5
anger,1.673076923,5.93,2.5,2.41,1,0,0,0,0,0,0,0,1,Noun,1,0,0,19.43,5,5,4,2,0,0.5,0.5,0
ball,1.672727273,3.48,6.14,5,1,0,0,0,0,0,0,0,0,Noun,1,0,0,104.96,26,4,3,1,0,1,1,0
rebel,1.666666667,5.29,4.37,3.07,1,0,0,0,0,0,1,0,0,Noun,1,0,0,5.35,5,5,5,2,0,0.5,0.5,0
outrage,1.666666667,6.52,2.97,2.45,1,0,0,0,0,0,0,0,1,Noun,1,0,0,3.14,7,7,6,2,0,1,0.5,0.5
morbid,1.666666667,5.29,2.73,2.14,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,2.59,3,6,6,2,0,1,1,0
worm,1.660714286,3.5,4.86,4.9,1,0,0,0,0,0,0,0,0,Noun,1,0,0,10.12,5,4,3,1,0,1,0,0
pollute,1.660714286,4.91,1.88,2.75,1,0,0,0,0,0,0,0,0,Verb,0,0,1,0.45,1,7,5,2,0,0.5,1,0
conspiracy,1.65,5.74,3.42,1.76,2,0,0,0,0,0,0,0,0,Noun,1,0,0,10.31,3,10,10,4,0.25,0.5,0.5,0.5
conviction,1.649122807,4.67,3.89,2.07,2,0,1,0,0,0,0,0,0,Noun,1,0,0,5.94,2,10,9,3,0,1,0.666666667,0.666666667
measles,1.642857143,4.5,2.57,4.69,2,0,0,0,1,0,0,0,0,Noun,1,0,0,2.1,1,7,6,2,0,0.5,0,1
snake,1.641509434,7.24,4.03,5,1,0,0,0,0,0,1,0,0,Noun,1,0,0,22.35,16,5,4,1,1,1,1,1
fail,1.636363636,5.5,2.33,3,1,0,0,0,0,0,0,0,0,Verb,0,0,1,24.59,11,4,3,1,0,1,0,1
foul,1.636363636,4.09,3,2.4,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,14.47,16,4,5,2,0,0.5,0,0.5
depressed,1.636363636,4.25,2.27,1.93,2,0,0,0,0,0,0,0,1,Adjective,0,1,0,16.27,6,9,7,2,0.5,0.5,1.5,0.5
crime,1.620689655,5.68,1.95,3.03,1,0,0,0,0,0,0,0,0,Noun,1,0,0,71.24,2,5,4,1,1,1,1,0
frightening,1.618181818,4.73,2.58,2.15,2,0,0,0,0,0,0,0,0,Adjective,0,1,0,5.76,2,11,8,3,0.333333333,0.666666667,0.333333333,0.333333333
ecstasy,1.607142857,6.11,7.19,2.04,1,0,1,0,0,0,0,0,1,Noun,1,0,0,3.18,3,7,7,3,0.333333333,0.333333333,0.666666667,0.666666667
crooked,1.6,4.18,3.17,3.79,2,0,0,0,0,0,1,1,0,Adjective,0,1,0,5.69,4,7,6,2,0.5,0.5,1.5,0
offense,1.6,4.67,4.05,2.03,1,0,0,0,0,0,0,0,0,Noun,1,0,0,16.47,5,7,4,2,0,0.5,0,0.5
cheap,1.596491228,4.47,5.24,2.11,1,0,0,0,0,0,0,1,0,Adjective,0,1,0,36.24,4,5,3,1,0,1,1,1
plague,1.596153846,6.67,2.42,3.41,1,0,1,0,1,0,0,0,0,Noun,1,0,0,8.31,7,6,4,1,1,1,2,0
larynx,1.592592593,4,4.45,4.5,1,1,0,0,0,0,0,0,0,Noun,1,0,0,1.14,1,6,5,2,0,1,0,0
desperate,1.589285714,5,3.19,1.73,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,25.69,7,9,7,3,0,1,1,0.333333333
burglar,1.58490566,5.32,2.67,4.44,1,0,0,0,0,0,1,0,0,Noun,1,0,0,5.53,1,7,5,2,0.5,0,1,0
cow,1.578947368,2.95,5.42,4.96,1,0,0,0,0,0,0,0,0,Noun,1,0,0,25.51,4,3,3,1,0,0,1,0
rigid,1.578947368,4.81,3.47,3.46,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,1.86,5,5,5,2,0,0.5,0.5,0.5
flirt,1.574074074,5.93,6.73,3.26,1,0,0,1,0,1,0,0,0,Verb,0,0,1,3.92,4,5,4,1,1,1,1,1
broken,1.563636364,4.86,2.75,4.11,2,0,0,0,1,0,0,0,0,Verb,0,0,1,71.25,13,6,6,2,0.5,0.5,1,0
rage,1.563636364,6.62,2.5,3.13,1,0,0,0,0,0,1,0,1,Noun,1,0,0,11.31,8,4,3,1,0,1,0,1
luscious,1.563636364,5.75,6.91,1.93,1,0,0,0,0,1,0,0,0,Adjective,0,1,0,1.27,2,8,5,2,0,0.5,0,1
stomach,1.555555556,3.76,4.53,4.89,1,1,0,0,0,0,0,0,0,Noun,1,0,0,33.82,6,7,6,2,0.5,0.5,1,0.5
head,1.555555556,4.45,5.86,4.75,1,1,0,1,0,0,0,0,0,Noun,1,0,0,371.51,42,4,3,1,0,1,1,1
mold,1.555555556,3.77,2.71,4.85,1,0,0,0,0,0,0,0,0,Noun,1,0,0,4.29,14,4,4,1,0,1,1,0
ruin,1.553571429,5.4,2.32,2.59,1,0,0,0,0,0,0,0,0,Verb,0,0,1,28.53,12,4,4,2,0,0.5,0,0
bro,1.545454545,3.77,5.32,3.27,1,0,0,0,0,0,1,0,0,Noun,1,0,0,24.9,4,3,3,1,1,0,1,0
messy,1.543859649,4.61,3,3.59,2,0,0,0,0,0,0,0,0,Adjective,0,1,0,6.86,1,5,4,2,0,0,0,0.5
tragedy,1.543859649,6.8,2.11,2.07,1,0,0,0,0,0,0,0,0,Noun,1,0,0,14.18,2,7,7,3,0.333333333,0,0.666666667,0.333333333
spoil,1.534482759,4.09,2.83,2.82,1,0,0,0,0,0,0,1,0,Verb,0,0,1,11.63,11,5,6,2,0.5,0.5,0.5,0.5
indifferent,1.534482759,3.19,4.28,1.89,3,0,0,0,0,0,0,0,1,Adjective,0,1,0,1.14,10,11,8,3,0,0.666666667,0.666666667,0.333333333
moody,1.533333333,5,3.71,2.36,2,0,0,0,0,1,0,0,1,Adjective,0,1,0,2.25,4,5,4,2,0,0,0.5,0
deny,1.526315789,5.63,3.81,2.2,1,0,0,0,0,0,0,0,0,Verb,0,0,1,21.39,7,4,4,2,0,0,0.5,0
appendix,1.518518519,2.92,4.81,4.25,1,1,0,0,0,0,0,0,0,Noun,1,0,0,2.61,2,8,8,3,0,0.666666667,1,0.333333333
coffin,1.517241379,4.3,2.63,4.86,1,0,1,0,0,0,0,0,0,Noun,1,0,0,9.04,2,6,5,2,0,0.5,0.5,0.5
cherry,1.509090909,4.91,7.05,4.62,1,0,0,0,0,0,0,0,0,Noun,1,0,0,13.59,5,6,4,2,0,0.5,0,0.5
lie,1.50877193,4.81,2.39,3.11,1,0,0,0,0,0,0,0,0,Verb,0,0,1,120.25,10,3,2,1,0,0,0,0
bottom,1.5,3.19,3.61,4.25,1,0,0,0,0,0,0,0,0,Noun,1,0,0,49.92,12,6,5,2,0,0.5,1,0
explode,1.5,5.32,4.38,4.1,1,0,0,0,0,0,0,0,0,Verb,0,0,1,9.78,10,7,7,2,0.5,1,1.5,0.5
scrub,1.5,3.95,4.53,3.86,1,0,0,1,0,0,0,0,0,Verb,0,0,1,6.24,12,5,5,1,1,1,2,1
starve,1.5,4,2.53,3.48,1,0,0,1,0,0,0,1,0,Verb,0,0,1,6.16,5,6,5,1,1,1,1,2
severe,1.5,5.43,3.21,2.43,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,9.41,6,6,5,2,0,0.5,0,1
inappropriate,1.49122807,4.95,3.7,1.59,2,0,0,0,0,0,0,0,0,Adjective,0,1,0,6.63,2,13,11,5,0.4,0.2,0.6,0
penalty,1.483333333,3.89,2.8,2.86,1,0,0,0,0,0,0,0,0,Noun,1,0,0,9.1,4,7,7,3,0,0.333333333,0.666666667,0
nose,1.481481481,3.1,5.5,4.89,1,1,0,0,0,0,0,0,0,Noun,1,0,0,69.75,14,4,3,1,0,1,0,1
colon,1.481481481,3.64,4.04,4.66,1,1,0,0,0,0,0,0,0,Noun,1,0,0,2.53,5,5,5,2,0,0.5,0.5,0
intestine,1.481481481,4.5,3.37,4.55,1,1,0,0,0,0,0,0,0,Noun,1,0,0,1.02,1,9,8,3,0.333333333,0.666666667,0.666666667,0.333333333
swallow,1.473684211,3.78,5.57,3.89,1,0,0,1,0,0,0,0,0,Verb,0,0,1,12.73,11,7,5,2,0.5,0,0,0.5
jug,1.472727273,3.73,5.45,4.96,1,0,0,0,0,0,0,0,0,Noun,1,0,0,2.63,8,3,3,1,0,1,1,1
grave,1.472727273,4.54,2.4,4.56,1,0,1,0,0,0,0,0,0,Noun,1,0,0,26.27,8,5,4,1,1,1,1,1
nuclear,1.472727273,7.3,4.3,2.97,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,18.98,4,7,6,3,0.333333333,0,0.333333333,0
danger,1.471698113,5.84,2.66,2.68,1,0,0,0,0,0,0,0,0,Noun,1,0,0,43.67,4,6,5,2,0,0.5,0.5,0.5
burst,1.465517241,5.09,5.43,3.1,1,0,0,0,0,0,0,0,0,Verb,0,0,1,8.53,12,5,4,1,0,1,2,1
ammo,1.464285714,5.53,4.18,4.85,1,0,0,0,0,0,1,0,0,Noun,1,0,0,5.37,1,4,3,2,0,0,0,0
skinny,1.464285714,4.27,5.36,3.57,1,0,0,0,0,1,0,0,0,Adjective,0,1,0,13.98,5,6,5,2,0.5,0,0.5,0.5
bankrupt,1.464285714,5.49,2.21,3.24,1,0,0,0,0,0,0,1,0,Adjective,0,1,0,2.8,3,8,8,2,0,1,2,0
stress,1.462962963,4.72,1.79,2.62,1,0,0,0,0,0,0,1,1,Noun,1,0,0,15.61,8,6,5,1,1,1,1,2
privilege,1.462962963,3.71,5.81,1.93,1,0,0,0,0,0,0,1,0,Noun,1,0,0,10.63,4,9,7,2,0.5,1,0.5,1
darling,1.454545455,3.95,7.32,2.54,1,0,0,0,0,1,0,0,0,Noun,1,0,0,129.67,3,7,6,2,0,1,0.5,0
skull,1.45,4.98,3.63,4.83,1,1,0,0,0,0,0,0,0,Noun,1,0,0,14.71,1,5,4,1,1,1,1,1
shallow,1.448275862,3,3.86,3.45,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,5.9,6,7,4,2,0,0,0,0.5
box,1.446428571,2.67,5.33,4.9,1,0,0,0,0,0,0,0,0,Noun,1,0,0,89.75,13,3,4,1,0,1,2,1
coma,1.446428571,3.05,1.89,3.69,1,0,0,0,1,0,0,0,0,Noun,1,0,0,12.27,3,4,4,2,0,0,0.5,0
lonely,1.446428571,4.37,2.67,2.19,2,0,0,0,0,0,0,0,1,Adjective,0,1,0,41.67,8,6,5,2,0,0.5,0,0
stray,1.431034483,3.71,4.14,2.76,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,5.33,6,5,4,1,1,0,1,1
hot,1.428571429,4.76,5.73,4.31,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,189.84,21,3,3,1,0,1,1,1
hunting,1.425925926,3.71,4.75,3.96,2,0,0,0,0,0,0,0,0,Noun,1,0,0,21.2,3,7,6,2,0,1,0.5,0.5
split,1.423728814,5.55,4.5,3.96,1,0,0,0,0,0,0,0,0,Verb,0,0,1,38.31,18,5,5,1,1,1,2,1
germs,1.421052632,5.28,2.68,3.63,2,0,0,0,0,0,0,0,0,Noun,1,0,0,3.02,1,5,4,1,0,1,0,2
scared,1.421052632,6.1,2.8,2.5,2,0,0,0,0,0,0,0,1,Adjective,0,1,0,133.39,1,6,5,1,1,1,2,1
terminal,1.413793103,3.68,4.27,3.86,1,0,0,0,0,0,0,0,0,Noun,1,0,0,7.65,9,8,6,2,0,1,0.5,0
unhappy,1.410714286,5.1,1.84,2.04,2,0,0,0,0,0,0,0,1,Adjective,0,1,0,16.53,4,7,6,3,0,0.333333333,0.333333333,0.333333333
camel,1.407407407,3.1,5.29,4.93,1,0,0,0,0,0,0,0,0,Noun,1,0,0,5.02,1,5,5,2,0,0.5,0.5,0
butcher,1.407407407,4.15,4.4,4.65,1,0,0,1,0,0,1,0,0,Noun,1,0,0,8.51,5,7,4,2,0,0,0.5,0.5
blase,1.404255319,3.62,4.46,2.184210526,1,0,0,0,0,0,0,0,1,Adjective,0,1,0,0.02,3,5,5,2,0.5,0,0.5,0.5
stiff,1.4,4,4.29,3.62,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,10.25,22,5,4,1,1,1,1,2
blister,1.396551724,4.7,2.87,4.71,1,0,0,0,1,0,0,0,0,Noun,1,0,0,0.94,6,7,6,2,1,0,1,0.5
nuisance,1.396551724,4.7,3,2.19,1,0,0,0,0,0,0,0,0,Noun,1,0,0,3.22,2,8,5,2,0,0.5,0,0.5
trick,1.392857143,5.57,4.89,3.36,1,0,0,0,0,0,0,0,0,Noun,1,0,0,47.27,8,5,4,1,1,1,2,0
doom,1.392857143,6.17,3,1.5,1,0,1,0,0,0,0,0,0,Noun,1,0,0,5.61,4,4,3,1,0,1,1,0
hard,1.389830508,4.5,4.35,3.76,1,0,0,0,0,0,1,0,0,Adjective,0,1,0,307.84,22,4,4,1,0,1,1,1
lost,1.388888889,5.11,2.53,2.67,1,0,1,0,0,0,0,0,1,Verb,0,0,1,274,10,4,4,1,0,1,1,1
turkey,1.385964912,3.45,5.9,4.89,1,0,0,0,0,0,0,0,0,Noun,1,0,0,22.61,5,6,4,2,0,0,1,0
chaos,1.385964912,6.31,2.84,2.79,1,0,0,0,0,0,0,0,0,Noun,1,0,0,9.39,8,5,4,2,0,0.5,0.5,0.5
liable,1.385964912,4.32,4,2.04,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,7.24,4,6,6,3,0,0.333333333,0.333333333,0
fur,1.379310345,3.64,5.65,4.69,1,0,0,0,0,0,0,0,0,Noun,1,0,0,8.27,3,3,2,1,0,0,0,1
pole,1.379310345,3.05,5.6,4.66,1,0,0,0,0,0,0,0,0,Noun,1,0,0,12.59,13,4,3,1,0,1,1,0
fire,1.372881356,6.05,4.32,4.68,1,0,0,0,0,0,0,0,0,Noun,1,0,0,215.49,36,4,4,2,0,0.5,0,0.5
impossible,1.372881356,4.52,3.5,1.66,2,0,0,0,0,0,0,0,0,Adjective,0,1,0,59.12,4,10,9,4,0,0.5,0.5,0.25
error,1.37037037,4.43,3.36,2.68,1,0,0,0,0,0,0,0,0,Noun,1,0,0,9.27,7,5,3,2,0,0.5,0,0
silence,1.37037037,3.48,5.25,3.33,1,0,0,0,0,0,0,0,0,Noun,1,0,0,25.37,12,7,5,2,0,0.5,0,0.5
strange,1.368421053,3.5,4.72,1.86,1,0,0,0,0,0,0,0,1,Adjective,0,1,0,86.43,6,7,6,1,1,1,1,2
cut,1.363636364,5.07,3.9,4.55,1,0,0,0,0,0,0,0,0,Verb,0,0,1,229.76,70,3,3,1,0,1,2,0
substance,1.363636364,3.62,4.29,3.44,1,0,0,0,0,0,0,0,0,Noun,1,0,0,7.14,7,9,7,2,0.5,1,1,1
panic,1.362068966,6.4,2.56,3.04,1,0,0,0,0,0,0,0,0,Noun,1,0,0,21.84,4,5,5,2,0,0.5,1,0
absence,1.358490566,4.3,3.86,2.31,1,0,0,0,0,0,0,0,0,Noun,1,0,0,6.31,4,7,5,2,0,1,0.5,0.5
aloof,1.357142857,3.09,4.59,1.46,1,0,0,0,0,0,0,0,1,Adjective,0,1,0,0.65,2,5,4,2,0,0.5,0,0.5
gloom,1.355932203,3.9,2.89,1.86,1,0,0,0,0,0,0,0,0,Noun,1,0,0,1.16,3,5,4,1,1,1,1,0
quarrel,1.352941176,5.39,2.84,3.32,1,0,0,0,0,0,0,0,0,Noun,1,0,0,5.61,3,7,6,2,0.5,1,0.5,0
religion,1.352941176,5,5.42,1.71,1,0,1,0,0,0,0,0,0,Noun,1,0,0,13.86,2,8,7,3,0,0.333333333,0,0.333333333
hunt,1.351851852,5.1,3.84,3.81,1,0,0,0,0,0,1,0,0,Verb,0,0,1,25.86,22,4,4,1,0,1,1,1
fault,1.351851852,4.02,3.53,2.41,1,0,0,0,0,0,0,0,0,Noun,1,0,0,104.12,8,5,4,1,0,1,1,1
stranger,1.350877193,5.8,4.09,3.76,2,0,0,0,0,0,1,0,0,Noun,1,0,0,27,2,8,7,2,0.5,0.5,0.5,1
scary,1.350877193,5.35,3,3,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,26.2,1,5,5,2,0.5,0.5,0.5,0.5
mildew,1.345454545,4.14,2.61,4.57,1,0,0,0,0,0,0,0,0,Noun,1,0,0,0.43,3,6,5,2,0,0.5,0.5,0
sheltered,1.345454545,3.14,5.39,3.62,2,0,0,0,0,0,0,1,1,Adjective,0,1,0,1.04,1,9,6,2,0,1,1,0.5
contempt,1.345454545,4.61,3.22,1.82,1,0,0,0,0,0,0,0,0,Noun,1,0,0,5.02,4,8,6,2,0,1,1,0
lawyer,1.344827586,3.95,3.94,4.7,1,0,0,0,0,0,1,1,0,Noun,1,0,0,79.51,1,6,4,2,0,0,0,0
